policy_id,customer_id,policy_type,policy_start_date,policy_end_date,premium_amount,policy_status,batch_id,load_timestamp
POL00969,CUST01561,Home,2024-10-27,2027-10-27,2274.65,Active,batch_001,2026-07-31T00:00:00
POL00970,CUST00040,Home,2024-11-11,2027-11-11,917.83,Lapsed,batch_001,2026-07-31T00:00:00
POL00971,CUST01294,Life,2022-11-15,2024-11-14,845.46,Lapsed,batch_001,2026-07-31T00:00:00
POL00972,CUST00196,Life,2025-10-16,2027-10-16,2898.26,Active,batch_001,2026-07-31T00:00:00
POL00973,CUST00883,Health,2021-11-23,2024-11-22,984.04,Lapsed,batch_001,2026-07-31T00:00:00
POL00974,CUST01371,Health,2022-08-27,2025-08-26,662.25,Lapsed,batch_001,2026-07-31T00:00:00
POL00975,CUST01056,Health,2025-11-07,2027-11-07,2889.68,Active,batch_001,2026-07-31T00:00:00
POL00976,CUST00815,Home,2024-05-27,2026-05-27,781.94,Lapsed,batch_001,2026-07-31T00:00:00
POL00977,CUST01997,Life,2022-06-07,2024-06-06,1760.43,Active,batch_001,2026-07-31T00:00:00
POL00978,CUST01900,Home,2025-04-28,2027-04-28,3145.59,Active,batch_001,2026-07-31T00:00:00
POL00979,CUST01382,Life,2022-06-05,2025-06-04,4077.04,Cancelled,batch_001,2026-07-31T00:00:00
POL00980,CUST00293,Auto,2026-01-20,2029-01-19,2943.86,Active,batch_001,2026-07-31T00:00:00
POL00981,CUST01298,Health,2025-06-19,2027-06-19,1295.45,Cancelled,batch_001,2026-07-31T00:00:00
POL00982,CUST01620,Health,2021-09-16,2023-09-16,3105.85,Lapsed,batch_001,2026-07-31T00:00:00
POL00983,CUST01845,Life,2022-10-21,2024-10-20,3789.90,Active,batch_001,2026-07-31T00:00:00
POL00984,CUST00513,Home,2025-01-24,2026-01-24,4300.22,Cancelled,batch_001,2026-07-31T00:00:00
POL00985,CUST00328,Home,2022-11-22,2024-11-21,4714.10,Active,batch_001,2026-07-31T00:00:00
POL00986,CUST00262,Life,2022-03-20,2024-03-19,694.44,Cancelled,batch_001,2026-07-31T00:00:00
POL00987,CUST01627,Auto,2025-07-28,2026-07-28,326.55,Active,batch_001,2026-07-31T00:00:00
POL00988,CUST00346,Life,2023-11-01,2025-10-31,3166.89,Lapsed,batch_001,2026-07-31T00:00:00
POL00989,CUST01164,Life,2024-06-16,2025-06-16,1387.50,Cancelled,batch_001,2026-07-31T00:00:00
POL00990,CUST00699,Auto,2024-12-16,2025-12-16,830.13,Active,batch_001,2026-07-31T00:00:00
POL00991,CUST01333,Life,2022-04-06,2025-04-05,1912.84,Lapsed,batch_001,2026-07-31T00:00:00
POL00992,CUST01823,Home,2024-05-16,2027-05-16,4687.32,Cancelled,batch_001,2026-07-31T00:00:00
POL00993,CUST01871,Life,2026-02-12,2029-02-11,1049.78,Cancelled,batch_001,2026-07-31T00:00:00
POL00994,CUST01269,Health,2024-10-23,2027-10-23,3269.74,Lapsed,batch_001,2026-07-31T00:00:00
POL00995,CUST00367,Life,2024-04-09,2027-04-09,1290.22,Lapsed,batch_001,2026-07-31T00:00:00
POL00996,CUST00638,Health,2025-09-24,2027-09-24,2178.58,Active,batch_001,2026-07-31T00:00:00
POL00997,CUST00559,Health,2026-03-07,2027-03-07,2711.92,Lapsed,batch_001,2026-07-31T00:00:00
POL00998,CUST02015,Life,2021-11-19,2023-11-19,2768.47,Lapsed,batch_001,2026-07-31T00:00:00
POL00999,CUST01200,Home,2022-02-28,2023-02-28,3876.17,Active,batch_001,2026-07-31T00:00:00
POL01000,CUST01687,Life,2023-07-30,2026-07-29,1993.49,Lapsed,batch_001,2026-07-31T00:00:00
POL01001,CUST01597,Life,2024-01-09,2025-01-08,983.69,Active,batch_001,2026-07-31T00:00:00
POL01002,CUST00982,Health,2023-07-07,2025-07-06,580.21,Lapsed,batch_001,2026-07-31T00:00:00
POL01003,CUST01102,Life,2022-05-07,2025-05-06,3766.05,Active,batch_001,2026-07-31T00:00:00
POL01004,CUST01187,Auto,2025-04-09,2026-04-09,1075.55,Cancelled,batch_001,2026-07-31T00:00:00
POL01005,CUST01115,Life,2022-06-01,2024-05-31,3165.10,Active,batch_001,2026-07-31T00:00:00
POL01006,CUST00204,Auto,2022-06-08,2024-06-07,293.10,Active,batch_001,2026-07-31T00:00:00
POL01007,CUST00513,Life,2025-05-09,2026-05-09,1554.15,Cancelled,batch_001,2026-07-31T00:00:00
POL01008,CUST00618,Auto,2022-12-29,2023-12-29,1317.49,Lapsed,batch_001,2026-07-31T00:00:00
POL01009,CUST01277,Life,2024-02-16,2025-02-15,1841.18,Lapsed,batch_001,2026-07-31T00:00:00
POL01010,CUST00130,Health,2021-10-28,2023-10-28,3545.29,Active,batch_001,2026-07-31T00:00:00
POL01011,CUST01608,Auto,2021-12-20,2022-12-20,468.98,Cancelled,batch_001,2026-07-31T00:00:00
POL01012,CUST01025,Life,2024-05-03,2026-05-03,1071.70,Active,batch_001,2026-07-31T00:00:00
POL01013,CUST01020,Life,2022-01-21,2023-01-21,4878.07,Lapsed,batch_001,2026-07-31T00:00:00
POL01014,CUST00138,Home,2024-01-28,2025-01-27,3740.57,Lapsed,batch_001,2026-07-31T00:00:00
POL01015,CUST00854,Life,2024-08-17,2027-08-17,3900.78,Lapsed,batch_001,2026-07-31T00:00:00
POL01016,CUST01324,Home,2024-10-07,2027-10-07,4813.83,Cancelled,batch_001,2026-07-31T00:00:00
POL01017,CUST00501,Health,2025-03-30,2028-03-29,402.49,Lapsed,batch_001,2026-07-31T00:00:00
POL01018,CUST01477,Auto,2022-10-26,2025-10-25,1634.30,Cancelled,batch_001,2026-07-31T00:00:00
POL01019,CUST00967,Life,2023-08-28,2024-08-27,4871.72,Lapsed,batch_001,2026-07-31T00:00:00
POL01020,CUST01131,Auto,2026-02-05,2027-02-05,1003.33,Lapsed,batch_001,2026-07-31T00:00:00
POL01021,CUST00173,Life,2025-01-31,2026-01-31,242.86,Cancelled,batch_001,2026-07-31T00:00:00
POL01022,CUST00367,Home,2026-05-24,2029-05-23,943.96,Active,batch_001,2026-07-31T00:00:00
POL01023,CUST01387,Auto,2023-02-10,2025-02-09,638.73,Active,batch_001,2026-07-31T00:00:00
POL01024,CUST00440,Home,2023-01-10,2025-01-09,3293.96,Lapsed,batch_001,2026-07-31T00:00:00
POL01025,CUST01423,Life,2023-01-25,2024-01-25,1720.35,Cancelled,batch_001,2026-07-31T00:00:00
POL01026,CUST01548,Health,2022-04-02,2023-04-02,302.49,Cancelled,batch_001,2026-07-31T00:00:00
POL01027,CUST00162,Life,2024-10-31,2025-10-31,1403.34,Cancelled,batch_001,2026-07-31T00:00:00
POL01028,CUST02008,Home,2023-08-18,2025-08-17,2883.32,Cancelled,batch_001,2026-07-31T00:00:00
POL01029,CUST01326,Life,2025-10-24,2026-10-24,2809.38,Lapsed,batch_001,2026-07-31T00:00:00
POL01030,CUST00657,Auto,2026-07-16,2029-07-15,4589.48,Cancelled,batch_001,2026-07-31T00:00:00
POL01031,CUST01079,Health,2022-10-18,2023-10-18,2357.04,Lapsed,batch_001,2026-07-31T00:00:00
POL01032,CUST01553,Home,2023-07-22,2024-07-21,3924.41,Active,batch_001,2026-07-31T00:00:00
POL01033,CUST00979,Health,2025-07-02,2028-07-01,4312.78,Cancelled,batch_001,2026-07-31T00:00:00
POL01034,CUST01588,Home,2023-09-28,2024-09-27,3359.79,Cancelled,batch_001,2026-07-31T00:00:00
POL01035,CUST00632,Health,2025-06-27,2028-06-26,2588.24,Lapsed,batch_001,2026-07-31T00:00:00
POL01036,CUST00453,Auto,2023-10-02,2025-10-01,3276.34,Cancelled,batch_001,2026-07-31T00:00:00
POL01037,CUST00532,Home,2021-08-29,2024-08-28,520.06,Active,batch_001,2026-07-31T00:00:00
POL01038,CUST00785,Auto,2025-07-15,2026-07-15,713.86,Active,batch_001,2026-07-31T00:00:00
POL01039,CUST01592,Life,2024-01-10,2027-01-09,3280.41,Cancelled,batch_001,2026-07-31T00:00:00
POL01040,CUST01049,Auto,2026-03-25,2029-03-24,3566.31,Lapsed,batch_001,2026-07-31T00:00:00
POL01041,CUST00291,Auto,2022-12-03,2023-12-03,3108.58,Active,batch_001,2026-07-31T00:00:00
POL01042,CUST00328,Life,2022-03-17,2025-03-16,2558.75,Cancelled,batch_001,2026-07-31T00:00:00
POL01043,CUST01704,Health,2025-05-03,2026-05-03,1932.45,Cancelled,batch_001,2026-07-31T00:00:00
POL01044,CUST01089,Auto,2024-07-08,2025-07-08,4153.49,Cancelled,batch_001,2026-07-31T00:00:00
POL01045,CUST00320,Home,2026-07-30,2027-07-30,4205.39,Cancelled,batch_001,2026-07-31T00:00:00
POL01046,CUST00947,Life,2024-02-15,2025-02-14,685.88,Active,batch_001,2026-07-31T00:00:00
POL01047,CUST01019,Home,2025-03-10,2026-03-10,2725.72,Cancelled,batch_001,2026-07-31T00:00:00
POL01048,CUST00433,Health,2023-09-16,2026-09-15,2879.08,Cancelled,batch_001,2026-07-31T00:00:00
POL01049,CUST01750,Auto,2025-06-19,2027-06-19,3572.24,Active,batch_001,2026-07-31T00:00:00
POL01050,CUST01383,Home,2024-02-24,2025-02-23,2839.83,Cancelled,batch_001,2026-07-31T00:00:00
POL01051,CUST01444,Health,2023-04-10,2026-04-09,2326.46,Cancelled,batch_001,2026-07-31T00:00:00
POL01052,CUST01689,Life,2024-11-07,2026-11-07,4255.30,Cancelled,batch_001,2026-07-31T00:00:00
POL01053,CUST00877,Life,2025-09-09,2027-09-09,3120.38,Cancelled,batch_001,2026-07-31T00:00:00
POL01054,CUST01854,Life,2022-06-27,2025-06-26,1419.63,Lapsed,batch_001,2026-07-31T00:00:00
POL01055,CUST01166,Auto,2023-08-06,2024-08-05,3686.30,Cancelled,batch_001,2026-07-31T00:00:00
POL01056,CUST01237,Auto,2024-10-27,2025-10-27,4968.38,Lapsed,batch_001,2026-07-31T00:00:00
POL01057,CUST01290,Auto,2026-06-11,2027-06-11,1231.15,Cancelled,batch_001,2026-07-31T00:00:00
POL01058,CUST00634,Auto,2024-08-19,2026-08-19,4611.74,Active,batch_001,2026-07-31T00:00:00
POL01059,CUST00567,Health,2026-06-20,2028-06-19,1907.15,Lapsed,batch_001,2026-07-31T00:00:00
POL01060,CUST01050,Health,2024-02-05,2027-02-04,1399.31,Active,batch_001,2026-07-31T00:00:00
POL01061,CUST00891,Auto,2024-02-03,2027-02-02,2119.03,Cancelled,batch_001,2026-07-31T00:00:00
POL01062,CUST00709,Life,2021-10-07,2023-10-07,4005.94,Cancelled,batch_001,2026-07-31T00:00:00
POL01063,CUST00391,Health,2024-12-11,2027-12-11,2965.92,Active,batch_001,2026-07-31T00:00:00
POL01064,CUST01563,Auto,2023-11-30,2026-11-29,4080.04,Active,batch_001,2026-07-31T00:00:00
POL01065,CUST01779,Life,2021-08-25,2023-08-25,1870.06,Active,batch_001,2026-07-31T00:00:00
POL01066,CUST00047,Life,2026-05-24,2027-05-24,3788.86,Active,batch_001,2026-07-31T00:00:00
POL01067,CUST01308,Home,2021-12-30,2023-12-30,2717.04,Lapsed,batch_001,2026-07-31T00:00:00
POL01068,CUST00628,Auto,2025-10-21,2028-10-20,3549.29,Cancelled,batch_001,2026-07-31T00:00:00
POL01069,CUST01826,Auto,2024-01-06,2027-01-05,4987.36,Active,batch_001,2026-07-31T00:00:00
POL01070,CUST01616,Home,2023-07-15,2025-07-14,1590.96,Active,batch_001,2026-07-31T00:00:00
POL01071,CUST00202,Life,2024-07-29,2026-07-29,596.22,Lapsed,batch_001,2026-07-31T00:00:00
POL01072,CUST01780,Home,2023-06-11,2024-06-10,2112.93,Active,batch_001,2026-07-31T00:00:00
POL01073,CUST01999,Life,2023-03-13,2025-03-12,2884.62,Cancelled,batch_001,2026-07-31T00:00:00
POL01074,CUST01009,Home,2023-09-17,2026-09-16,1141.28,Active,batch_001,2026-07-31T00:00:00
POL01075,CUST01325,Auto,2022-09-28,2024-09-27,3928.51,Active,batch_001,2026-07-31T00:00:00
POL01076,CUST01497,Health,2022-05-28,2025-05-27,2185.19,Active,batch_001,2026-07-31T00:00:00
POL01077,CUST00100,Health,2021-11-30,2023-11-30,1853.72,Active,batch_001,2026-07-31T00:00:00
POL01078,CUST01812,Home,2024-03-16,2026-03-16,3157.86,Lapsed,batch_001,2026-07-31T00:00:00
POL01079,CUST00957,Home,2025-04-30,2026-04-30,4636.22,Cancelled,batch_001,2026-07-31T00:00:00
POL01080,CUST00352,Auto,2021-11-11,2023-11-11,948.76,Cancelled,batch_001,2026-07-31T00:00:00
POL01081,CUST00605,Health,2026-07-05,2027-07-05,1366.63,Active,batch_001,2026-07-31T00:00:00
POL01082,CUST00456,Health,2024-09-06,2026-09-06,3530.22,Lapsed,batch_001,2026-07-31T00:00:00
POL01083,CUST00857,Home,2022-09-12,2024-09-11,309.19,Active,batch_001,2026-07-31T00:00:00
POL01084,CUST01060,Life,2022-05-07,2025-05-06,2711.68,Cancelled,batch_001,2026-07-31T00:00:00
POL01085,CUST00076,Life,2024-02-02,2027-02-01,4963.05,Cancelled,batch_001,2026-07-31T00:00:00
POL01086,CUST01047,Home,2024-05-11,2027-05-11,2728.64,Active,batch_001,2026-07-31T00:00:00
POL01087,CUST01112,Auto,2025-02-10,2027-02-10,1163.34,Lapsed,batch_001,2026-07-31T00:00:00
POL01088,CUST00273,Life,2023-01-27,2026-01-26,4736.85,Cancelled,batch_001,2026-07-31T00:00:00
POL01089,CUST01476,Auto,2023-04-15,2025-04-14,3382.31,Active,batch_001,2026-07-31T00:00:00
POL01090,CUST01584,Home,2022-09-14,2024-09-13,4363.57,Lapsed,batch_001,2026-07-31T00:00:00
POL01091,CUST00408,Health,2026-03-02,2029-03-01,4887.74,Lapsed,batch_001,2026-07-31T00:00:00
POL01092,CUST00764,Home,2024-09-09,2027-09-09,2751.49,Cancelled,batch_001,2026-07-31T00:00:00
POL01093,CUST00089,Auto,2026-02-04,2028-02-04,2891.30,Active,batch_001,2026-07-31T00:00:00
POL01094,CUST02007,Life,2025-11-06,2028-11-05,1663.65,Cancelled,batch_001,2026-07-31T00:00:00
POL01095,CUST01442,Health,2023-11-24,2024-11-23,288.19,Cancelled,batch_001,2026-07-31T00:00:00
POL01096,CUST01130,Auto,2022-12-24,2024-12-23,1333.78,Cancelled,batch_001,2026-07-31T00:00:00
POL01097,CUST00121,Health,2023-10-07,2025-10-06,4417.65,Active,batch_001,2026-07-31T00:00:00
POL01098,CUST01610,Home,2025-09-05,2026-09-05,1840.57,Active,batch_001,2026-07-31T00:00:00
POL01099,CUST00932,Life,2024-02-02,2027-02-01,2034.59,Active,batch_001,2026-07-31T00:00:00
POL01100,CUST01280,Health,2024-06-17,2027-06-17,933.20,Lapsed,batch_001,2026-07-31T00:00:00
POL01101,CUST00568,Home,2022-07-23,2025-07-22,832.51,Active,batch_001,2026-07-31T00:00:00
POL01102,CUST00554,Life,2025-07-25,2027-07-25,3504.95,Active,batch_001,2026-07-31T00:00:00
POL01103,CUST00648,Health,2022-03-21,2025-03-20,4678.54,Active,batch_001,2026-07-31T00:00:00
POL01104,CUST00485,Home,2022-10-11,2025-10-10,2758.22,Lapsed,batch_001,2026-07-31T00:00:00
POL01105,CUST01306,Life,2023-07-01,2024-06-30,3689.98,Lapsed,batch_001,2026-07-31T00:00:00
POL01106,CUST01122,Home,2024-12-16,2026-12-16,2326.42,Active,batch_001,2026-07-31T00:00:00
POL01107,CUST00108,Health,2026-04-27,2027-04-27,831.42,Cancelled,batch_001,2026-07-31T00:00:00
POL01108,CUST00952,Home,2024-09-09,2027-09-09,3139.34,Cancelled,batch_001,2026-07-31T00:00:00
POL01109,CUST01953,Home,2022-05-07,2023-05-07,1924.45,Cancelled,batch_001,2026-07-31T00:00:00
POL01110,CUST01532,Home,2024-12-07,2027-12-07,2450.06,Lapsed,batch_001,2026-07-31T00:00:00
POL01111,CUST00671,Home,2021-09-12,2023-09-12,2474.47,Active,batch_001,2026-07-31T00:00:00
POL01112,CUST00062,Health,2023-10-30,2024-10-29,2161.23,Lapsed,batch_001,2026-07-31T00:00:00
POL01113,CUST00831,Home,2026-02-22,2027-02-22,3763.36,Active,batch_001,2026-07-31T00:00:00
POL01114,CUST01800,Life,2022-08-18,2023-08-18,4650.10,Cancelled,batch_001,2026-07-31T00:00:00
POL01115,CUST01011,Life,2025-06-12,2027-06-12,4360.52,Lapsed,batch_001,2026-07-31T00:00:00
POL01116,CUST01559,Health,2024-09-18,2025-09-18,3118.06,Lapsed,batch_001,2026-07-31T00:00:00
POL01117,CUST00158,Auto,2023-10-23,2026-10-22,4707.87,Lapsed,batch_001,2026-07-31T00:00:00
POL01118,CUST00174,Home,2026-07-21,2028-07-20,4169.65,Cancelled,batch_001,2026-07-31T00:00:00
POL01119,CUST00161,Life,2024-10-26,2027-10-26,2098.93,Cancelled,batch_001,2026-07-31T00:00:00
POL01120,CUST00778,Health,2024-09-27,2027-09-27,4820.44,Lapsed,batch_001,2026-07-31T00:00:00
POL01121,CUST01172,Life,2022-07-02,2024-07-01,4445.11,Active,batch_001,2026-07-31T00:00:00
POL01122,CUST00224,Home,2023-07-27,2025-07-26,1613.21,Lapsed,batch_001,2026-07-31T00:00:00
POL01123,CUST00464,Home,2025-08-03,2028-08-02,2368.15,Cancelled,batch_001,2026-07-31T00:00:00
POL01124,CUST01611,Life,2021-10-16,2024-10-15,2822.75,Lapsed,batch_001,2026-07-31T00:00:00
POL01125,CUST01859,Home,2026-05-10,2028-05-09,319.58,Lapsed,batch_001,2026-07-31T00:00:00
POL01126,CUST00672,Auto,2024-05-15,2025-05-15,1400.40,Active,batch_001,2026-07-31T00:00:00
POL01127,CUST01487,Auto,2023-06-18,2024-06-17,3589.89,Cancelled,batch_001,2026-07-31T00:00:00
POL01128,CUST00655,Life,2022-02-12,2025-02-11,2043.62,Cancelled,batch_001,2026-07-31T00:00:00
POL01129,CUST00700,Health,2025-07-12,2027-07-12,410.75,Cancelled,batch_001,2026-07-31T00:00:00
POL01130,CUST00665,Home,2024-02-24,2027-02-23,4340.83,Active,batch_001,2026-07-31T00:00:00
POL01131,CUST01262,Health,2025-01-19,2028-01-19,446.29,Cancelled,batch_001,2026-07-31T00:00:00
POL01132,CUST00741,Auto,2022-07-28,2024-07-27,1586.15,Active,batch_001,2026-07-31T00:00:00
POL01133,CUST01037,Auto,2022-10-08,2023-10-08,216.96,Lapsed,batch_001,2026-07-31T00:00:00
POL01134,CUST00024,Life,2021-12-18,2023-12-18,4305.97,Active,batch_001,2026-07-31T00:00:00
POL01135,CUST01949,Life,2021-11-23,2022-11-23,3026.54,Lapsed,batch_001,2026-07-31T00:00:00
POL01136,CUST00027,Home,2024-03-02,2026-03-02,581.14,Cancelled,batch_001,2026-07-31T00:00:00
POL01137,CUST00851,Auto,2025-10-08,2027-10-08,3174.88,Active,batch_001,2026-07-31T00:00:00
POL01138,CUST01430,Auto,2022-07-26,2023-07-26,464.31,Active,batch_001,2026-07-31T00:00:00
POL01139,CUST01223,Health,2022-05-28,2023-05-28,3401.58,Active,batch_001,2026-07-31T00:00:00
POL01140,CUST00731,Home,2023-07-30,2024-07-29,722.66,Cancelled,batch_001,2026-07-31T00:00:00
POL01141,CUST00727,Life,2026-02-25,2028-02-25,3133.23,Cancelled,batch_001,2026-07-31T00:00:00
POL01142,CUST00147,Auto,2022-09-25,2025-09-24,1928.91,Lapsed,batch_001,2026-07-31T00:00:00
POL01143,CUST01553,Auto,2024-11-19,2026-11-19,1969.13,Lapsed,batch_001,2026-07-31T00:00:00
POL01144,CUST01929,Home,2025-06-09,2028-06-08,511.64,Active,batch_001,2026-07-31T00:00:00
POL01145,CUST01349,Life,2024-09-25,2027-09-25,4325.16,Cancelled,batch_001,2026-07-31T00:00:00
POL01146,CUST00239,Auto,2026-03-05,2027-03-05,3539.98,Cancelled,batch_001,2026-07-31T00:00:00
POL01147,CUST00360,Life,2025-02-22,2028-02-22,4900.88,Cancelled,batch_001,2026-07-31T00:00:00
POL01148,CUST01177,Life,2026-07-29,2029-07-28,3102.93,Cancelled,batch_001,2026-07-31T00:00:00
POL01149,CUST01450,Home,2022-11-23,2024-11-22,1446.37,Cancelled,batch_001,2026-07-31T00:00:00
POL01150,CUST02039,Life,2025-02-09,2028-02-09,2582.71,Active,batch_001,2026-07-31T00:00:00
POL01151,CUST01190,Home,2022-06-03,2025-06-02,1317.06,Active,batch_001,2026-07-31T00:00:00
POL01152,CUST00484,Home,2025-09-28,2026-09-28,315.14,Cancelled,batch_001,2026-07-31T00:00:00
POL01153,CUST01368,Health,2025-01-18,2027-01-18,2187.40,Cancelled,batch_001,2026-07-31T00:00:00
POL01154,CUST00825,Health,2023-12-17,2026-12-16,1219.22,Lapsed,batch_001,2026-07-31T00:00:00
POL01155,CUST01327,Auto,2021-11-09,2022-11-09,1677.31,Active,batch_001,2026-07-31T00:00:00
POL01156,CUST01623,Auto,2024-09-24,2027-09-24,1799.76,Active,batch_001,2026-07-31T00:00:00
POL01157,CUST01385,Life,2023-06-06,2024-06-05,1786.47,Lapsed,batch_001,2026-07-31T00:00:00
POL01158,CUST01973,Home,2025-05-08,2026-05-08,3299.13,Cancelled,batch_001,2026-07-31T00:00:00
POL01159,CUST01373,Life,2025-05-12,2027-05-12,4481.88,Lapsed,batch_001,2026-07-31T00:00:00
POL01160,CUST01227,Health,2023-08-03,2026-08-02,468.91,Cancelled,batch_001,2026-07-31T00:00:00
POL01161,CUST01359,Health,2024-08-30,2027-08-30,289.85,Active,batch_001,2026-07-31T00:00:00
POL01162,CUST00128,Health,2022-06-04,2023-06-04,1546.21,Lapsed,batch_001,2026-07-31T00:00:00
POL01163,CUST00680,Life,2024-09-14,2027-09-14,2764.51,Active,batch_001,2026-07-31T00:00:00
POL01164,CUST01263,Health,2026-03-18,2029-03-17,760.85,Cancelled,batch_001,2026-07-31T00:00:00
POL01165,CUST00356,Life,2024-08-18,2025-08-18,1503.19,Active,batch_001,2026-07-31T00:00:00
POL01166,CUST01240,Home,2022-02-04,2024-02-04,2369.15,Cancelled,batch_001,2026-07-31T00:00:00
POL01167,CUST01533,Auto,2024-12-18,2026-12-18,1040.06,Active,batch_001,2026-07-31T00:00:00
POL01168,CUST00103,Life,2023-12-05,2024-12-04,2330.12,Cancelled,batch_001,2026-07-31T00:00:00
POL01169,CUST01981,Health,2023-03-12,2024-03-11,1113.02,Lapsed,batch_001,2026-07-31T00:00:00
POL01170,CUST00403,Home,2022-08-14,2023-08-14,3893.51,Active,batch_001,2026-07-31T00:00:00
POL01171,CUST01588,Auto,2025-06-12,2028-06-11,375.45,Active,batch_001,2026-07-31T00:00:00
POL01172,CUST00357,Health,2022-05-11,2024-05-10,4675.22,Lapsed,batch_001,2026-07-31T00:00:00
POL01173,CUST01280,Auto,2023-05-20,2024-05-19,694.89,Cancelled,batch_001,2026-07-31T00:00:00
POL01174,CUST00860,Health,2021-10-05,2023-10-05,3266.48,Active,batch_001,2026-07-31T00:00:00
POL01175,CUST01308,Life,2022-01-04,2023-01-04,1575.52,Cancelled,batch_001,2026-07-31T00:00:00
POL01176,CUST00646,Health,2024-06-01,2025-06-01,1508.74,Active,batch_001,2026-07-31T00:00:00
POL01177,CUST00420,Home,2023-08-26,2024-08-25,4799.83,Cancelled,batch_001,2026-07-31T00:00:00
POL01178,CUST01111,Home,2022-08-26,2024-08-25,2836.96,Cancelled,batch_001,2026-07-31T00:00:00
POL01179,CUST00702,Auto,2026-05-20,2028-05-19,2955.60,Lapsed,batch_001,2026-07-31T00:00:00
POL01180,CUST01818,Auto,2023-04-29,2026-04-28,4482.77,Active,batch_001,2026-07-31T00:00:00
POL01181,CUST00207,Auto,2022-03-01,2023-03-01,2459.53,Lapsed,batch_001,2026-07-31T00:00:00
POL01182,CUST01606,Home,2026-04-17,2027-04-17,613.37,Cancelled,batch_001,2026-07-31T00:00:00
POL01183,CUST01827,Health,2023-05-05,2026-05-04,4478.12,Lapsed,batch_001,2026-07-31T00:00:00
POL01184,CUST00322,Life,2026-07-26,2028-07-25,4123.72,Cancelled,batch_001,2026-07-31T00:00:00
POL01185,CUST01919,Auto,2023-06-01,2024-05-31,646.00,Lapsed,batch_001,2026-07-31T00:00:00
POL01186,CUST01907,Life,2023-07-24,2025-07-23,3485.49,Active,batch_001,2026-07-31T00:00:00
POL01187,CUST01057,Health,2024-05-16,2025-05-16,889.86,Lapsed,batch_001,2026-07-31T00:00:00
POL01188,CUST01354,Health,2022-11-01,2023-11-01,3558.15,Lapsed,batch_001,2026-07-31T00:00:00
POL01189,CUST01947,Auto,2021-08-08,2023-08-08,345.27,Lapsed,batch_001,2026-07-31T00:00:00
POL01190,CUST00700,Health,2023-12-09,2025-12-08,2413.96,Lapsed,batch_001,2026-07-31T00:00:00
POL01191,CUST00422,Life,2022-10-23,2025-10-22,2958.46,Cancelled,batch_001,2026-07-31T00:00:00
POL01192,CUST00291,Health,2022-09-07,2023-09-07,1764.17,Cancelled,batch_001,2026-07-31T00:00:00
POL01193,CUST01694,Home,2026-03-05,2028-03-04,2123.92,Cancelled,batch_001,2026-07-31T00:00:00
POL01194,CUST01976,Life,2023-09-17,2024-09-16,2830.16,Active,batch_001,2026-07-31T00:00:00
POL01195,CUST01766,Life,2023-01-24,2025-01-23,1199.54,Cancelled,batch_001,2026-07-31T00:00:00
POL01196,CUST00968,Home,2022-07-07,2024-07-06,2813.73,Cancelled,batch_001,2026-07-31T00:00:00
POL01197,CUST01994,Auto,2021-10-19,2024-10-18,573.89,Cancelled,batch_001,2026-07-31T00:00:00
POL01198,CUST00400,Life,2022-09-13,2025-09-12,2421.96,Active,batch_001,2026-07-31T00:00:00
POL01199,CUST00286,Auto,2021-09-15,2023-09-15,4788.24,Cancelled,batch_001,2026-07-31T00:00:00
POL01200,CUST01553,Health,2024-08-17,2027-08-17,3902.45,Lapsed,batch_001,2026-07-31T00:00:00
POL01201,CUST00371,Home,2023-08-09,2026-08-08,3368.79,Active,batch_001,2026-07-31T00:00:00
POL01202,CUST00001,Home,2024-05-01,2027-05-01,4535.63,Cancelled,batch_001,2026-07-31T00:00:00
POL01203,CUST01194,Life,2021-09-18,2022-09-18,2374.28,Cancelled,batch_001,2026-07-31T00:00:00
POL01204,CUST00843,Health,2023-01-23,2026-01-22,2346.37,Lapsed,batch_001,2026-07-31T00:00:00
POL01205,CUST01248,Life,2023-11-02,2026-11-01,4012.86,Cancelled,batch_001,2026-07-31T00:00:00
POL01206,CUST00034,Life,2022-01-09,2024-01-09,4953.39,Active,batch_001,2026-07-31T00:00:00
POL01207,CUST00218,Auto,2022-08-28,2024-08-27,499.57,Cancelled,batch_001,2026-07-31T00:00:00
POL01208,CUST01472,Auto,2025-02-27,2028-02-27,4139.62,Lapsed,batch_001,2026-07-31T00:00:00
POL01209,CUST01615,Health,2026-01-20,2027-01-20,1329.16,Cancelled,batch_001,2026-07-31T00:00:00
POL01210,CUST01783,Home,2022-07-19,2024-07-18,2148.96,Cancelled,batch_001,2026-07-31T00:00:00
POL01211,CUST00771,Life,2022-02-13,2023-02-13,2479.38,Lapsed,batch_001,2026-07-31T00:00:00
POL01212,CUST00515,Home,2025-08-18,2027-08-18,940.48,Active,batch_001,2026-07-31T00:00:00
POL01213,CUST00590,Life,2025-05-23,2026-05-23,3312.27,Cancelled,batch_001,2026-07-31T00:00:00
POL01214,CUST00557,Auto,2024-08-28,2026-08-28,4879.88,Active,batch_001,2026-07-31T00:00:00
POL01215,CUST01868,Life,2025-12-11,2028-12-10,4068.52,Cancelled,batch_001,2026-07-31T00:00:00
POL01216,CUST01738,Life,2022-07-04,2023-07-04,2381.09,Lapsed,batch_001,2026-07-31T00:00:00
