policy_id,customer_id,policy_type,policy_start_date,policy_end_date,premium_amount,policy_status,batch_id,load_timestamp
POL03647,CUST00425,Home,2022-02-23,2025-02-22,746.58,Lapsed,batch_002,2026-08-02T17:51:10
POL03447,CUST01761,Home,2024-04-30,2026-04-30,1428.92,Lapsed,batch_002,2026-08-02T17:51:10
POL04067,CUST00070,Auto,2025-04-29,2026-04-29,4614.28,Active,batch_002,2026-08-02T17:51:10
POL02572,CUST00323,Health,2022-05-29,2025-05-28,2964.21,Cancelled,batch_002,2026-08-02T17:51:10
POL01660,CUST00573,Health,2026-03-16,2028-03-15,1293.56,Lapsed,batch_002,2026-08-02T17:51:10
POL04861,CUST01608,Health,2024-03-31,2026-03-31,1945.36,Active,batch_002,2026-08-02T17:51:10
POL04300,CUST01334,Health,2022-01-04,2025-01-03,2018.40,Active,batch_002,2026-08-02T17:51:10
POL00635,CUST01720,Life,2021-10-17,2024-10-16,959.95,Active,batch_002,2026-08-02T17:51:10
POL04462,CUST00075,Life,2025-09-20,2026-09-20,3068.98,Lapsed,batch_002,2026-08-02T17:51:10
POL00326,CUST00084,Life,2026-04-18,2029-04-17,2811.59,Cancelled,batch_002,2026-08-02T17:51:10
POL03707,CUST00572,Auto,2023-11-14,2025-11-13,4270.98,Lapsed,batch_002,2026-08-02T17:51:10
POL01722,CUST00536,Home,2025-12-29,2026-12-29,1239.58,Active,batch_002,2026-08-02T17:51:10
POL03792,CUST01581,Auto,2022-06-12,2024-06-11,2602.87,Lapsed,batch_002,2026-08-02T17:51:10
POL04213,CUST00920,Home,2024-01-18,2027-01-17,2765.28,Lapsed,batch_002,2026-08-02T17:51:10
POL00544,CUST00674,Home,2023-07-18,2026-07-17,2325.05,Active,batch_002,2026-08-02T17:51:10
POL02890,CUST00715,Life,2023-11-09,2025-11-08,1465.80,Lapsed,batch_002,2026-08-02T17:51:10
POL04778,CUST01111,Home,2025-12-02,2028-12-01,2264.23,Active,batch_002,2026-08-02T17:51:10
POL00531,CUST00303,Life,2023-08-12,2025-08-11,3987.57,Active,batch_002,2026-08-02T17:51:10
POL02625,CUST01128,Auto,2022-05-15,2025-05-14,461.64,Cancelled,batch_002,2026-08-02T17:51:10
POL04048,CUST01549,Health,2022-12-30,2023-12-30,783.79,Active,batch_002,2026-08-02T17:51:10
POL04936,CUST00025,Auto,2025-02-21,2027-02-21,1372.93,Lapsed,batch_002,2026-08-02T17:51:10
POL00476,CUST01924,Health,2023-01-08,2025-01-07,3416.10,Cancelled,batch_002,2026-08-02T17:51:10
POL04570,CUST00383,Auto,2023-10-26,2025-10-25,1528.29,Lapsed,batch_002,2026-08-02T17:51:10
POL04760,CUST01075,Life,2023-06-19,2026-06-18,2840.70,Cancelled,batch_002,2026-08-02T17:51:10
POL03028,CUST00782,Life,2022-05-03,2024-05-02,1233.48,Active,batch_002,2026-08-02T17:51:10
POL04178,CUST00604,Home,2021-08-12,2023-08-12,2465.11,Active,batch_002,2026-08-02T17:51:10
POL04986,CUST01189,Auto,2023-10-08,2026-10-07,2823.95,Lapsed,batch_002,2026-08-02T17:51:10
POL03200,CUST00622,Life,2025-11-05,2028-11-04,1806.12,Cancelled,batch_002,2026-08-02T17:51:10
POL01374,CUST01230,Life,2025-03-28,2026-03-28,4986.94,Active,batch_002,2026-08-02T17:51:10
POL03318,CUST01033,Auto,2026-04-04,2028-04-03,2299.76,Lapsed,batch_002,2026-08-02T17:51:10
POL04506,CUST01433,Life,2023-04-01,2024-03-31,1445.47,Cancelled,batch_002,2026-08-02T17:51:10
POL04142,CUST01520,Auto,2025-06-04,2026-06-04,1484.05,Active,batch_002,2026-08-02T17:51:10
POL02160,CUST00791,Health,2025-11-12,2028-11-11,4742.46,Active,batch_002,2026-08-02T17:51:10
POL04510,CUST01439,Life,2021-09-25,2024-09-24,4084.35,Active,batch_002,2026-08-02T17:51:10
POL04193,CUST00076,Health,2025-11-12,2027-11-12,2652.31,Cancelled,batch_002,2026-08-02T17:51:10
POL03632,CUST00384,Auto,2022-08-07,2025-08-06,4512.99,Lapsed,batch_002,2026-08-02T17:51:10
POL03368,CUST00554,Auto,2025-01-30,2028-01-30,2987.18,Active,batch_002,2026-08-02T17:51:10
POL01683,CUST01296,Auto,2024-06-15,2026-06-15,2755.57,Lapsed,batch_002,2026-08-02T17:51:10
POL04302,CUST01281,Auto,2025-10-01,2026-10-01,2765.01,Active,batch_002,2026-08-02T17:51:10
POL00188,CUST01938,Life,2022-03-07,2024-03-06,2140.73,Lapsed,batch_002,2026-08-02T17:51:10
POL01275,CUST00176,Life,2022-09-07,2024-09-06,3550.25,Active,batch_002,2026-08-02T17:51:10
POL00139,CUST01657,Home,2023-04-08,2024-04-07,1612.33,Lapsed,batch_002,2026-08-02T17:51:10
POL03924,CUST00486,Auto,2022-12-30,2023-12-30,1175.66,Lapsed,batch_002,2026-08-02T17:51:10
POL03266,CUST01481,Auto,2022-09-09,2023-09-09,3699.98,Cancelled,batch_002,2026-08-02T17:51:10
POL00650,CUST00573,Auto,2025-03-21,2027-03-21,689.16,Cancelled,batch_002,2026-08-02T17:51:10
POL01237,CUST00476,Auto,2022-08-26,2024-08-25,1822.71,Active,batch_002,2026-08-02T17:51:10
POL01949,CUST01001,Auto,2026-07-16,2029-07-15,2986.69,Cancelled,batch_002,2026-08-02T17:51:10
POL03270,CUST01906,Auto,2024-04-03,2025-04-03,4644.48,Active,batch_002,2026-08-02T17:51:10
POL00892,CUST00680,Home,2025-02-02,2026-02-02,4427.34,Cancelled,batch_002,2026-08-02T17:51:10
POL01478,CUST01576,Health,2025-05-29,2028-05-28,4463.49,Cancelled,batch_002,2026-08-02T17:51:10
POL00939,CUST00002,Home,2025-02-08,2026-02-08,939.66,Active,batch_002,2026-08-02T17:51:10
POL04937,CUST01475,Life,2024-09-28,2025-09-28,4411.66,Lapsed,batch_002,2026-08-02T17:51:10
POL00229,CUST00407,Health,2023-02-20,2024-02-20,3823.90,Lapsed,batch_002,2026-08-02T17:51:10
POL05001,CUST00618,Health,2025-09-21,2027-09-21,4634.14,Active,batch_002,2026-08-02T17:51:10
POL05002,CUST00642,Life,2025-05-18,2027-05-18,2479.14,Cancelled,batch_002,2026-08-02T17:51:10
POL05003,CUST00805,Home,2022-03-30,2025-03-29,4683.26,Lapsed,batch_002,2026-08-02T17:51:10
POL05004,CUST01174,Life,2024-10-25,2026-10-25,1220.01,Cancelled,batch_002,2026-08-02T17:51:10
POL05005,CUST01758,Home,2024-01-06,2026-01-05,2601.01,Cancelled,batch_002,2026-08-02T17:51:10
POL05006,CUST00415,Life,2025-07-09,2028-07-08,325.44,Cancelled,batch_002,2026-08-02T17:51:10
POL05007,CUST01927,Home,2022-10-23,2025-10-22,906.15,Cancelled,batch_002,2026-08-02T17:51:10
POL05008,CUST00317,Life,2023-01-01,2025-12-31,3809.84,Active,batch_002,2026-08-02T17:51:10
POL05009,CUST02049,Auto,2024-06-12,2026-06-12,4330.13,Active,batch_002,2026-08-02T17:51:10
POL05010,CUST00806,Life,2025-03-01,2027-03-01,4505.30,Active,batch_002,2026-08-02T17:51:10
POL05011,CUST02037,Home,2026-06-10,2027-06-10,1375.25,Lapsed,batch_002,2026-08-02T17:51:10
POL05012,CUST01932,Home,2025-01-07,2026-01-07,2021.79,Active,batch_002,2026-08-02T17:51:10
POL05013,CUST01736,Life,2022-03-08,2023-03-08,1514.57,Cancelled,batch_002,2026-08-02T17:51:10
POL05014,CUST00574,Life,2022-04-01,2025-03-31,291.68,Cancelled,batch_002,2026-08-02T17:51:10
POL05015,CUST00483,Home,2022-12-15,2024-12-14,2954.44,Active,batch_002,2026-08-02T17:51:10
POL05016,CUST00805,Health,2024-07-01,2026-07-01,2111.51,Lapsed,batch_002,2026-08-02T17:51:10
POL05017,CUST01139,Home,2023-07-09,2025-07-08,1082.93,Cancelled,batch_002,2026-08-02T17:51:10
POL05018,CUST00674,Life,2024-03-29,2027-03-29,4959.18,Cancelled,batch_002,2026-08-02T17:51:10
POL05019,CUST01661,Home,2024-04-09,2026-04-09,1853.47,Active,batch_002,2026-08-02T17:51:10
POL05020,CUST00569,Health,2024-01-21,2027-01-20,722.65,Active,batch_002,2026-08-02T17:51:10
POL05021,CUST01075,Auto,2023-11-08,2024-11-07,2097.98,Cancelled,batch_002,2026-08-02T17:51:10
POL05022,CUST01695,Life,2024-12-09,2025-12-09,1071.31,Cancelled,batch_002,2026-08-02T17:51:10
POL05023,CUST00363,Life,2023-11-19,2025-11-18,2922.35,Lapsed,batch_002,2026-08-02T17:51:10
POL05024,CUST00919,Home,2025-05-12,2028-05-11,322.76,Lapsed,batch_002,2026-08-02T17:51:10
POL05025,CUST00135,Auto,2024-08-31,2025-08-31,3080.40,Lapsed,batch_002,2026-08-02T17:51:10
POL05026,CUST00113,Auto,2026-07-27,2027-07-27,1015.08,Lapsed,batch_002,2026-08-02T17:51:10
POL05027,CUST01115,Auto,2026-01-03,2029-01-02,1385.11,Active,batch_002,2026-08-02T17:51:10
POL05028,CUST01115,Health,2025-05-28,2026-05-28,1286.82,Active,batch_002,2026-08-02T17:51:10
POL05029,CUST01718,Life,2025-02-05,2027-02-05,4604.68,Cancelled,batch_002,2026-08-02T17:51:10
POL05030,CUST01121,Auto,2022-12-31,2023-12-31,4793.59,Lapsed,batch_002,2026-08-02T17:51:10
POL05031,CUST01087,Auto,2023-02-21,2024-02-21,4162.52,Cancelled,batch_002,2026-08-02T17:51:10
POL05032,CUST01779,Life,2021-10-09,2022-10-09,4784.06,Cancelled,batch_002,2026-08-02T17:51:10
POL05033,CUST01029,Auto,2022-08-22,2023-08-22,380.95,Active,batch_002,2026-08-02T17:51:10
POL05034,CUST01159,Auto,2023-07-28,2025-07-27,250.03,Active,batch_002,2026-08-02T17:51:10
POL05035,CUST00662,Auto,2023-09-19,2024-09-18,4272.42,Active,batch_002,2026-08-02T17:51:10
POL05036,CUST01709,Life,2022-04-04,2025-04-03,2896.74,Active,batch_002,2026-08-02T17:51:10
POL05037,CUST00136,Auto,2023-05-15,2025-05-14,4596.70,Cancelled,batch_002,2026-08-02T17:51:10
POL05038,CUST01196,Home,2022-12-30,2025-12-29,389.87,Active,batch_002,2026-08-02T17:51:10
POL05039,CUST01349,Health,2024-12-14,2025-12-14,1437.52,Cancelled,batch_002,2026-08-02T17:51:10
POL05040,CUST00246,Home,2022-06-15,2024-06-14,4463.14,Lapsed,batch_002,2026-08-02T17:51:10
POL05041,CUST00252,Life,2022-05-22,2023-05-22,558.50,Cancelled,batch_002,2026-08-02T17:51:10
POL05042,CUST00409,Home,2022-02-13,2025-02-12,661.61,Cancelled,batch_002,2026-08-02T17:51:10
POL05043,CUST01327,Life,2025-08-08,2027-08-08,482.05,Active,batch_002,2026-08-02T17:51:10
POL05044,CUST02030,Auto,2026-03-29,2029-03-28,4442.05,Active,batch_002,2026-08-02T17:51:10
POL05045,CUST00401,Health,2022-01-13,2023-01-13,3956.92,Active,batch_002,2026-08-02T17:51:10
POL05046,CUST01901,Auto,2021-10-19,2022-10-19,1656.58,Active,batch_002,2026-08-02T17:51:10
POL05047,CUST00362,Health,2024-12-14,2027-12-14,2867.10,Active,batch_002,2026-08-02T17:51:10
POL05048,CUST01882,Health,2026-01-12,2027-01-12,836.10,Lapsed,batch_002,2026-08-02T17:51:10
POL05049,CUST00308,Home,2022-04-14,2023-04-14,4561.47,Lapsed,batch_002,2026-08-02T17:51:10
POL05050,CUST01510,Life,2022-06-17,2024-06-16,4275.84,Lapsed,batch_002,2026-08-02T17:51:10
POL05051,CUST00769,Auto,2023-10-23,2025-10-22,4328.89,Active,batch_002,2026-08-02T17:51:10
POL05052,CUST00327,Auto,2022-11-24,2025-11-23,3985.37,Cancelled,batch_002,2026-08-02T17:51:10
POL05053,CUST00456,Life,2022-04-17,2024-04-16,1647.99,Active,batch_002,2026-08-02T17:51:10
POL05054,CUST00694,Home,2024-11-22,2027-11-22,4994.03,Cancelled,batch_002,2026-08-02T17:51:10
POL05055,CUST01164,Auto,2024-03-17,2025-03-17,771.06,Active,batch_002,2026-08-02T17:51:10
POL05056,CUST01375,Home,2023-07-12,2026-07-11,1339.85,Lapsed,batch_002,2026-08-02T17:51:10
POL05057,CUST01775,Home,2023-09-06,2024-09-05,2172.63,Lapsed,batch_002,2026-08-02T17:51:10
POL05058,CUST01038,Health,2023-12-29,2024-12-28,2151.30,Lapsed,batch_002,2026-08-02T17:51:10
POL05059,CUST00719,Life,2025-05-06,2026-05-06,4992.03,Cancelled,batch_002,2026-08-02T17:51:10
POL05060,CUST00009,Home,2022-08-26,2024-08-25,4488.42,Cancelled,batch_002,2026-08-02T17:51:10
POL05061,CUST00267,Life,2022-09-10,2024-09-09,1558.38,Cancelled,batch_002,2026-08-02T17:51:10
POL05062,CUST01131,Health,2026-01-21,2029-01-20,3066.61,Lapsed,batch_002,2026-08-02T17:51:10
POL05063,CUST00905,Auto,2023-01-11,2025-01-10,3101.64,Active,batch_002,2026-08-02T17:51:10
POL05064,CUST01396,Life,2021-10-26,2023-10-26,708.64,Lapsed,batch_002,2026-08-02T17:51:10
POL05065,CUST01647,Home,2021-11-16,2023-11-16,4707.58,Lapsed,batch_002,2026-08-02T17:51:10
POL05066,CUST01214,Home,2024-08-11,2026-08-11,3935.83,Active,batch_002,2026-08-02T17:51:10
POL05067,CUST00354,Life,2024-05-05,2026-05-05,3263.13,Active,batch_002,2026-08-02T17:51:10
POL05068,CUST01482,Life,2025-08-17,2027-08-17,2140.20,Lapsed,batch_002,2026-08-02T17:51:10
POL05069,CUST00033,Life,2025-07-20,2026-07-20,1443.15,Active,batch_002,2026-08-02T17:51:10
POL05070,CUST01205,Health,2026-03-05,2029-03-04,405.60,Active,batch_002,2026-08-02T17:51:10
POL05071,CUST01549,Life,2023-11-23,2024-11-22,224.45,Active,batch_002,2026-08-02T17:51:10
POL05072,CUST01824,Auto,2026-03-30,2028-03-29,394.52,Active,batch_002,2026-08-02T17:51:10
POL05073,CUST01687,Life,2025-05-12,2026-05-12,4848.39,Cancelled,batch_002,2026-08-02T17:51:10
POL05074,CUST01114,Auto,2022-09-22,2025-09-21,483.17,Lapsed,batch_002,2026-08-02T17:51:10
POL05075,CUST00032,Life,2026-03-01,2027-03-01,2774.23,Lapsed,batch_002,2026-08-02T17:51:10
POL05076,CUST00456,Auto,2023-01-31,2024-01-31,1122.44,Lapsed,batch_002,2026-08-02T17:51:10
POL05077,CUST00940,Home,2025-06-17,2028-06-16,974.42,Cancelled,batch_002,2026-08-02T17:51:10
POL05078,CUST00635,Health,2026-05-17,2027-05-17,1068.71,Active,batch_002,2026-08-02T17:51:10
POL05079,CUST01339,Home,2025-04-11,2028-04-10,1533.05,Cancelled,batch_002,2026-08-02T17:51:10
POL05080,CUST01218,Auto,2026-01-11,2027-01-11,1918.00,Active,batch_002,2026-08-02T17:51:10
POL05081,CUST01098,Life,2026-02-12,2028-02-12,642.89,Cancelled,batch_002,2026-08-02T17:51:10
POL05082,CUST00417,Auto,2024-03-18,2025-03-18,1295.23,Active,batch_002,2026-08-02T17:51:10
POL05083,CUST01288,Home,2024-07-12,2026-07-12,3401.67,Lapsed,batch_002,2026-08-02T17:51:10
POL05084,CUST00675,Home,2025-09-03,2027-09-03,4652.70,Active,batch_002,2026-08-02T17:51:10
POL05085,CUST01473,Life,2026-03-02,2028-03-01,1588.49,Cancelled,batch_002,2026-08-02T17:51:10
POL05086,CUST01903,Home,2023-07-05,2024-07-04,3074.22,Active,batch_002,2026-08-02T17:51:10
POL05087,CUST00071,Auto,2022-05-04,2023-05-04,4647.84,Active,batch_002,2026-08-02T17:51:10
POL05088,CUST01179,Health,2025-05-02,2027-05-02,691.17,Active,batch_002,2026-08-02T17:51:10
POL05089,CUST01364,Home,2024-03-12,2026-03-12,570.57,Cancelled,batch_002,2026-08-02T17:51:10
POL05090,CUST01076,Health,2024-09-08,2025-09-08,4663.21,Lapsed,batch_002,2026-08-02T17:51:10
POL05091,CUST01861,Health,2025-01-30,2028-01-30,2167.95,Cancelled,batch_002,2026-08-02T17:51:10
POL05092,CUST00150,Home,2023-10-15,2026-10-14,818.69,Active,batch_002,2026-08-02T17:51:10
POL05093,CUST00915,Auto,2022-11-25,2025-11-24,2647.71,Lapsed,batch_002,2026-08-02T17:51:10
POL05094,CUST02039,Auto,2024-02-28,2025-02-27,3828.84,Cancelled,batch_002,2026-08-02T17:51:10
POL05095,CUST00473,Home,2021-08-31,2022-08-31,2430.36,Active,batch_002,2026-08-02T17:51:10
POL05096,CUST01822,Health,2021-07-30,2022-07-30,4154.76,Active,batch_002,2026-08-02T17:51:10
POL05097,CUST00057,Health,2026-01-10,2029-01-09,2131.99,Lapsed,batch_002,2026-08-02T17:51:10
POL05098,CUST01411,Life,2022-09-26,2025-09-25,1751.18,Lapsed,batch_002,2026-08-02T17:51:10
POL05099,CUST00086,Health,2024-07-02,2027-07-02,2946.39,Active,batch_002,2026-08-02T17:51:10
POL05100,CUST00003,Life,2024-01-06,2027-01-05,4495.01,Cancelled,batch_002,2026-08-02T17:51:10
