claim_id,policy_id,claim_date,claim_amount,claim_status,claim_reason,batch_id,load_timestamp
CLM001725,POL00524,2024-05-03,20463.22,Approved,Medical procedure,batch_001,2026-07-31T00:00:00
CLM001726,POL04073,2024-05-03,14914.94,Pending,Windshield damage,batch_001,2026-07-31T00:00:00
CLM001727,POL00517,2024-05-03,20130.89,Denied,Terminal illness claim,batch_001,2026-07-31T00:00:00
CLM001728,POL03294,2024-05-03,8173.45,Pending,Vandalism damage,batch_001,2026-07-31T00:00:00
CLM001729,POL04472,2024-05-03,3519.50,Approved,Water damage,batch_001,2026-07-31T00:00:00
CLM001730,POL04859,2024-05-03,4418.85,Approved,Vehicle collision,batch_001,2026-07-31T00:00:00
CLM001731,POL02244,2024-05-03,3616.80,Denied,Windshield damage,batch_001,2026-07-31T00:00:00
CLM001732,POL03031,2024-05-04,13879.85,Denied,Windshield damage,batch_001,2026-07-31T00:00:00
CLM001733,POL04768,2024-05-04,1113.40,Approved,Vandalism damage,batch_001,2026-07-31T00:00:00
CLM001734,POL03082,2024-05-04,19463.77,Approved,Hit and run,batch_001,2026-07-31T00:00:00
CLM001735,POL00662,2024-05-04,258.10,Approved,Medical procedure,batch_001,2026-07-31T00:00:00
CLM001736,POL04864,2024-05-04,22184.19,Denied,Prescription claim,batch_001,2026-07-31T00:00:00
CLM001737,POL01040,2024-05-04,5233.39,Pending,Theft of vehicle,batch_001,2026-07-31T00:00:00
CLM001738,POL04286,2024-05-04,11315.44,Approved,Death benefit claim,batch_001,2026-07-31T00:00:00
CLM001739,POL05002,2024-05-05,17322.67,Pending,Windshield damage,batch_001,2026-07-31T00:00:00
CLM001740,POL04096,2024-05-05,15340.04,Approved,Accidental death claim,batch_001,2026-07-31T00:00:00
CLM001741,POL02468,2024-05-05,8761.55,Approved,Vandalism damage,batch_001,2026-07-31T00:00:00
CLM001742,POL01931,2024-05-05,4878.38,Pending,Death benefit claim,batch_001,2026-07-31T00:00:00
CLM001743,POL05071,2024-05-05,9111.34,Pending,Hospital stay,batch_001,2026-07-31T00:00:00
CLM001744,POL01797,2024-05-05,11658.98,Pending,Windshield damage,batch_001,2026-07-31T00:00:00
CLM001745,POL02265,2024-05-05,1421.42,Approved,Emergency room visit,batch_001,2026-07-31T00:00:00
CLM001746,POL03887,2024-05-06,12488.12,Approved,Accidental death claim,batch_001,2026-07-31T00:00:00
CLM001747,POL00354,2024-05-06,1445.29,Denied,Surgery reimbursement,batch_001,2026-07-31T00:00:00
CLM001748,POL01717,2024-05-06,10923.32,Denied,Fallen tree damage,batch_001,2026-07-31T00:00:00
CLM001749,POL03713,2024-05-06,1178.61,Pending,Death benefit claim,batch_001,2026-07-31T00:00:00
CLM001750,POL04403,2024-05-06,4479.60,Approved,Prescription claim,batch_001,2026-07-31T00:00:00
CLM001751,POL04219,2024-05-06,2990.02,Approved,Prescription claim,batch_001,2026-07-31T00:00:00
CLM001752,POL04856,2024-05-07,14536.07,Denied,Windshield damage,batch_001,2026-07-31T00:00:00
CLM001753,POL02669,2024-05-07,5828.57,Approved,Surgery reimbursement,batch_001,2026-07-31T00:00:00
CLM001754,POL01866,2024-05-07,2541.80,Pending,Terminal illness claim,batch_001,2026-07-31T00:00:00
CLM001755,POL01639,2024-05-07,9450.76,Approved,Death benefit claim,batch_001,2026-07-31T00:00:00
CLM001756,POL03859,2024-05-07,14668.80,Approved,Prescription claim,batch_001,2026-07-31T00:00:00
CLM001757,POL01188,2024-05-08,5482.51,Pending,Prescription claim,batch_001,2026-07-31T00:00:00
CLM001758,POL01459,2024-05-08,9744.52,Approved,Prescription claim,batch_001,2026-07-31T00:00:00
CLM001759,POL01591,2024-05-08,15837.33,Denied,Emergency room visit,batch_001,2026-07-31T00:00:00
CLM001760,POL02752,2024-05-08,3267.57,Pending,Vandalism damage,batch_001,2026-07-31T00:00:00
CLM001761,POL00489,2024-05-08,7087.04,Approved,Hit and run,batch_001,2026-07-31T00:00:00
CLM001762,POL03757,2024-05-08,10513.77,Denied,Windshield damage,batch_001,2026-07-31T00:00:00
CLM001763,POL02418,2024-05-09,15130.54,Pending,Accidental death claim,batch_001,2026-07-31T00:00:00
CLM001764,POL01393,2024-05-09,14495.22,Pending,Fire damage,batch_001,2026-07-31T00:00:00
CLM001765,POL00709,2024-05-09,10351.23,Pending,Terminal illness claim,batch_001,2026-07-31T00:00:00
CLM001766,POL01774,2024-05-10,14830.36,Denied,Surgery reimbursement,batch_001,2026-07-31T00:00:00
CLM001767,POL00119,2024-05-10,18277.44,Pending,Windshield damage,batch_001,2026-07-31T00:00:00
CLM001768,POL02031,2024-05-10,8249.67,Pending,Fire damage,batch_001,2026-07-31T00:00:00
CLM001769,POL04848,2024-05-10,23661.68,Pending,Vehicle collision,batch_001,2026-07-31T00:00:00
CLM001770,POL03423,2024-05-11,24506.58,Approved,Terminal illness claim,batch_001,2026-07-31T00:00:00
CLM001771,POL04131,2024-05-11,937.15,Pending,Burglary,batch_001,2026-07-31T00:00:00
CLM001772,POL03927,2024-05-11,20261.94,Pending,Water damage,batch_001,2026-07-31T00:00:00
CLM001773,POL03707,2024-05-11,12432.60,Approved,Vandalism damage,batch_001,2026-07-31T00:00:00
CLM001774,POL00102,2024-05-11,17359.68,Denied,Emergency room visit,batch_001,2026-07-31T00:00:00
CLM001775,POL01088,2024-05-11,9024.30,Approved,Accidental death claim,batch_001,2026-07-31T00:00:00
CLM001776,POL00744,2024-05-11,496.66,Pending,Roof damage from storm,batch_001,2026-07-31T00:00:00
CLM001777,POL01326,2024-05-11,17612.28,Pending,Accidental death claim,batch_001,2026-07-31T00:00:00
CLM001778,POL04782,2024-05-12,707.90,Denied,Terminal illness claim,batch_001,2026-07-31T00:00:00
CLM001779,POL01136,2024-05-12,21867.56,Denied,Fire damage,batch_001,2026-07-31T00:00:00
CLM001780,POL03035,2024-05-12,15707.59,Pending,Water damage,batch_001,2026-07-31T00:00:00
CLM001781,POL00580,2024-05-12,9683.49,Pending,Surgery reimbursement,batch_001,2026-07-31T00:00:00
CLM001782,POL04350,2024-05-13,914.58,Denied,Theft of vehicle,batch_001,2026-07-31T00:00:00
CLM001783,POL05018,2024-05-13,13606.63,Approved,Vehicle collision,batch_001,2026-07-31T00:00:00
CLM001784,POL05083,2024-05-13,22033.10,Pending,Death benefit claim,batch_001,2026-07-31T00:00:00
CLM001785,POL04217,2024-05-14,23638.52,Pending,Theft of vehicle,batch_001,2026-07-31T00:00:00
CLM001786,POL00423,2024-05-14,2863.07,Denied,Burglary,batch_001,2026-07-31T00:00:00
CLM001787,POL05072,2024-05-14,1117.77,Denied,Fire damage,batch_001,2026-07-31T00:00:00
CLM001788,POL04578,2024-05-14,17651.35,Pending,Fire damage,batch_001,2026-07-31T00:00:00
CLM001789,POL01134,2024-05-14,24533.17,Approved,Accidental death claim,batch_001,2026-07-31T00:00:00
CLM001790,POL00931,2024-05-15,16261.06,Pending,Vandalism damage,batch_001,2026-07-31T00:00:00
CLM001791,POL01719,2024-05-15,18854.02,Approved,Surgery reimbursement,batch_001,2026-07-31T00:00:00
CLM001792,POL02890,2024-05-15,22458.53,Pending,Accidental death claim,batch_001,2026-07-31T00:00:00
CLM001793,POL03465,2024-05-15,7000.92,Approved,Theft of vehicle,batch_001,2026-07-31T00:00:00
CLM001794,POL02829,2024-05-15,11365.03,Pending,Vandalism damage,batch_001,2026-07-31T00:00:00
CLM001795,POL01006,2024-05-15,11807.08,Pending,Vandalism damage,batch_001,2026-07-31T00:00:00
CLM001796,POL02395,2024-05-15,11354.26,Denied,Water damage,batch_001,2026-07-31T00:00:00
CLM001797,POL01543,2024-05-16,22308.39,Denied,Vehicle collision,batch_001,2026-07-31T00:00:00
CLM001798,POL00657,2024-05-16,9827.99,Approved,Surgery reimbursement,batch_001,2026-07-31T00:00:00
CLM001799,POL00631,2024-05-16,2823.19,Denied,Water damage,batch_001,2026-07-31T00:00:00
CLM001800,POL01213,2024-05-16,12458.59,Approved,Accidental death claim,batch_001,2026-07-31T00:00:00
CLM001801,POL00186,2024-05-16,7399.92,Pending,Accidental death claim,batch_001,2026-07-31T00:00:00
CLM001802,POL01082,2024-05-16,11900.23,Denied,Prescription claim,batch_001,2026-07-31T00:00:00
CLM001803,POL00176,2024-05-16,7358.77,Approved,Medical procedure,batch_001,2026-07-31T00:00:00
CLM001804,POL01904,2024-05-16,20890.19,Pending,Theft of vehicle,batch_001,2026-07-31T00:00:00
CLM001805,POL03373,2024-05-17,14509.74,Pending,Roof damage from storm,batch_001,2026-07-31T00:00:00
CLM001806,POL03983,2024-05-17,14874.60,Pending,Fallen tree damage,batch_001,2026-07-31T00:00:00
CLM001807,POL04494,2024-05-17,11186.88,Denied,Fallen tree damage,batch_001,2026-07-31T00:00:00
CLM001808,POL01081,2024-05-17,22467.22,Denied,Emergency room visit,batch_001,2026-07-31T00:00:00
CLM001809,POL02130,2024-05-17,5746.87,Denied,Theft of vehicle,batch_001,2026-07-31T00:00:00
CLM001810,POL00388,2024-05-17,3793.62,Denied,Prescription claim,batch_001,2026-07-31T00:00:00
CLM001811,POL01363,2024-05-18,15503.89,Approved,Hospital stay,batch_001,2026-07-31T00:00:00
CLM001812,POL02337,2024-05-18,4638.78,Approved,Windshield damage,batch_001,2026-07-31T00:00:00
CLM001813,POL01321,2024-05-18,6023.84,Approved,Terminal illness claim,batch_001,2026-07-31T00:00:00
CLM001814,POL04707,2024-05-18,3249.19,Denied,Theft of vehicle,batch_001,2026-07-31T00:00:00
CLM001815,POL01512,2024-05-18,5208.37,Pending,Water damage,batch_001,2026-07-31T00:00:00
CLM001816,POL02597,2024-05-18,24452.76,Approved,Theft of vehicle,batch_001,2026-07-31T00:00:00
CLM001817,POL03674,2024-05-18,13542.68,Approved,Accidental death claim,batch_001,2026-07-31T00:00:00
CLM001818,POL02471,2024-05-18,3125.10,Approved,Terminal illness claim,batch_001,2026-07-31T00:00:00
CLM001819,POL04092,2024-05-19,19236.10,Denied,Roof damage from storm,batch_001,2026-07-31T00:00:00
CLM001820,POL01279,2024-05-19,206.93,Pending,Vandalism damage,batch_001,2026-07-31T00:00:00
CLM001821,POL04157,2024-05-19,8348.89,Pending,Terminal illness claim,batch_001,2026-07-31T00:00:00
CLM001822,POL03883,2024-05-20,22409.84,Pending,Fire damage,batch_001,2026-07-31T00:00:00
CLM001823,POL04631,2024-05-20,18240.74,Denied,Roof damage from storm,batch_001,2026-07-31T00:00:00
CLM001824,POL00921,2024-05-20,18317.85,Approved,Windshield damage,batch_001,2026-07-31T00:00:00
CLM001825,POL04514,2024-05-20,3010.21,Approved,Terminal illness claim,batch_001,2026-07-31T00:00:00
CLM001826,POL05059,2024-05-20,21037.84,Denied,Theft of vehicle,batch_001,2026-07-31T00:00:00
CLM001827,POL00758,2024-05-20,8226.53,Pending,Fire damage,batch_001,2026-07-31T00:00:00
CLM001828,POL04780,2024-05-20,13208.20,Denied,Windshield damage,batch_001,2026-07-31T00:00:00
CLM001829,POL00185,2024-05-21,2181.38,Denied,Water damage,batch_001,2026-07-31T00:00:00
CLM001830,POL04193,2024-05-21,9921.15,Denied,Surgery reimbursement,batch_001,2026-07-31T00:00:00
CLM001831,POL04942,2024-05-21,15166.44,Approved,Roof damage from storm,batch_001,2026-07-31T00:00:00
CLM001832,POL03257,2024-05-21,3783.85,Denied,Theft of vehicle,batch_001,2026-07-31T00:00:00
CLM001833,POL03164,2024-05-21,9383.50,Denied,Roof damage from storm,batch_001,2026-07-31T00:00:00
CLM001834,POL02879,2024-05-21,7771.33,Denied,Accidental death claim,batch_001,2026-07-31T00:00:00
CLM001835,POL00718,2024-05-21,5470.81,Denied,Hit and run,batch_001,2026-07-31T00:00:00
CLM001836,POL03625,2024-05-21,7286.99,Pending,Terminal illness claim,batch_001,2026-07-31T00:00:00
CLM001837,POL03394,2024-05-21,3575.24,Pending,Fallen tree damage,batch_001,2026-07-31T00:00:00
CLM001838,POL00706,2024-05-21,3676.62,Denied,Hit and run,batch_001,2026-07-31T00:00:00
CLM001839,POL04304,2024-05-22,24667.29,Approved,Vandalism damage,batch_001,2026-07-31T00:00:00
CLM001840,POL03079,2024-05-22,2302.36,Denied,Surgery reimbursement,batch_001,2026-07-31T00:00:00
CLM001841,POL03396,2024-05-22,4454.84,Denied,Vandalism damage,batch_001,2026-07-31T00:00:00
CLM001842,POL01122,2024-05-22,5061.51,Denied,Roof damage from storm,batch_001,2026-07-31T00:00:00
CLM001843,POL04538,2024-05-22,12315.58,Denied,Accidental death claim,batch_001,2026-07-31T00:00:00
CLM001844,POL02490,2024-05-22,12403.10,Pending,Burglary,batch_001,2026-07-31T00:00:00
CLM001845,POL01840,2024-05-23,768.32,Approved,Emergency room visit,batch_001,2026-07-31T00:00:00
CLM001846,POL02152,2024-05-23,7574.22,Pending,Hit and run,batch_001,2026-07-31T00:00:00
CLM001847,POL01018,2024-05-23,16379.94,Denied,Hit and run,batch_001,2026-07-31T00:00:00
CLM001848,POL01470,2024-05-24,12347.97,Pending,Emergency room visit,batch_001,2026-07-31T00:00:00
CLM001849,POL00234,2024-05-24,3071.93,Denied,Prescription claim,batch_001,2026-07-31T00:00:00
CLM001850,POL00547,2024-05-24,15012.39,Denied,Fallen tree damage,batch_001,2026-07-31T00:00:00
CLM001851,POL03937,2024-05-24,14182.81,Denied,Accidental death claim,batch_001,2026-07-31T00:00:00
CLM001852,POL03900,2024-05-24,24359.04,Approved,Terminal illness claim,batch_001,2026-07-31T00:00:00
CLM001853,POL04199,2024-05-24,18350.64,Approved,Surgery reimbursement,batch_001,2026-07-31T00:00:00
CLM001854,POL01335,2024-05-25,14583.20,Approved,Terminal illness claim,batch_001,2026-07-31T00:00:00
CLM001855,POL03777,2024-05-25,21970.10,Approved,Roof damage from storm,batch_001,2026-07-31T00:00:00
CLM001856,POL01338,2024-05-25,1416.92,Denied,Prescription claim,batch_001,2026-07-31T00:00:00
CLM001857,POL02917,2024-05-25,1313.00,Denied,Accidental death claim,batch_001,2026-07-31T00:00:00
CLM001858,POL00630,2024-05-25,12895.28,Pending,Death benefit claim,batch_001,2026-07-31T00:00:00
CLM001859,POL00775,2024-05-25,15009.19,Approved,Vandalism damage,batch_001,2026-07-31T00:00:00
CLM001860,POL02643,2024-05-26,21823.83,Pending,Surgery reimbursement,batch_001,2026-07-31T00:00:00
CLM001861,POL02224,2024-05-26,17167.55,Pending,Terminal illness claim,batch_001,2026-07-31T00:00:00
CLM001862,POL00786,2024-05-26,13407.07,Denied,Windshield damage,batch_001,2026-07-31T00:00:00
CLM001863,POL00106,2024-05-26,3510.04,Denied,Roof damage from storm,batch_001,2026-07-31T00:00:00
CLM001864,POL03973,2024-05-26,10358.66,Approved,Vehicle collision,batch_001,2026-07-31T00:00:00
CLM001865,POL01785,2024-05-26,3948.42,Approved,Death benefit claim,batch_001,2026-07-31T00:00:00
CLM001866,POL04577,2024-05-27,15374.37,Pending,Fallen tree damage,batch_001,2026-07-31T00:00:00
CLM001867,POL04515,2024-05-27,17586.40,Approved,Prescription claim,batch_001,2026-07-31T00:00:00
CLM001868,POL03773,2024-05-27,22909.18,Approved,Death benefit claim,batch_001,2026-07-31T00:00:00
CLM001869,POL00143,2024-05-27,12040.00,Denied,Roof damage from storm,batch_001,2026-07-31T00:00:00
CLM001870,POL01139,2024-05-28,20444.26,Pending,Hospital stay,batch_001,2026-07-31T00:00:00
CLM001871,POL02803,2024-05-28,4387.96,Denied,Death benefit claim,batch_001,2026-07-31T00:00:00
CLM001872,POL00972,2024-05-28,5636.71,Pending,Death benefit claim,batch_001,2026-07-31T00:00:00
CLM001873,POL01857,2024-05-28,7754.97,Approved,Emergency room visit,batch_001,2026-07-31T00:00:00
CLM001874,POL00644,2024-05-28,10677.65,Approved,Death benefit claim,batch_001,2026-07-31T00:00:00
CLM001875,POL00155,2024-05-29,19389.84,Denied,Water damage,batch_001,2026-07-31T00:00:00
CLM001876,POL01609,2024-05-29,2784.65,Pending,Hospital stay,batch_001,2026-07-31T00:00:00
CLM001877,POL04860,2024-05-29,1575.70,Approved,Theft of vehicle,batch_001,2026-07-31T00:00:00
CLM001878,POL00355,2024-05-30,1749.56,Pending,Medical procedure,batch_001,2026-07-31T00:00:00
CLM001879,POL00791,2024-05-30,19581.03,Pending,Emergency room visit,batch_001,2026-07-31T00:00:00
CLM001880,POL04814,2024-05-30,22539.25,Approved,Roof damage from storm,batch_001,2026-07-31T00:00:00
CLM001881,POL00240,2024-05-30,2360.40,Pending,Roof damage from storm,batch_001,2026-07-31T00:00:00
CLM001882,POL04750,2024-05-30,8761.13,Approved,Fallen tree damage,batch_001,2026-07-31T00:00:00
CLM001883,POL05022,2024-05-31,6121.38,Pending,Medical procedure,batch_001,2026-07-31T00:00:00
CLM001884,POL00812,2024-05-31,20507.70,Approved,Hospital stay,batch_001,2026-07-31T00:00:00
CLM001885,POL01778,2024-06-01,17923.71,Denied,Death benefit claim,batch_001,2026-07-31T00:00:00
CLM001886,POL04401,2024-06-01,207.79,Pending,Medical procedure,batch_001,2026-07-31T00:00:00
CLM001887,POL01754,2024-06-01,23019.88,Pending,Burglary,batch_001,2026-07-31T00:00:00
CLM001888,POL03003,2024-06-01,17483.51,Approved,Burglary,batch_001,2026-07-31T00:00:00
CLM001889,POL00880,2024-06-01,4603.13,Denied,Prescription claim,batch_001,2026-07-31T00:00:00
CLM001890,POL03475,2024-06-02,5435.42,Approved,Burglary,batch_001,2026-07-31T00:00:00
CLM001891,POL00925,2024-06-02,19059.10,Denied,Medical procedure,batch_001,2026-07-31T00:00:00
CLM001892,POL03817,2024-06-02,2846.87,Approved,Burglary,batch_001,2026-07-31T00:00:00
CLM001893,POL02960,2024-06-02,17647.80,Pending,Accidental death claim,batch_001,2026-07-31T00:00:00
CLM001894,POL00333,2024-06-03,2147.97,Denied,Vehicle collision,batch_001,2026-07-31T00:00:00
CLM001895,POL03153,2024-06-03,7161.92,Pending,Surgery reimbursement,batch_001,2026-07-31T00:00:00
CLM001896,POL03637,2024-06-03,5724.25,Denied,Roof damage from storm,batch_001,2026-07-31T00:00:00
CLM001897,POL03506,2024-06-03,4800.75,Approved,Terminal illness claim,batch_001,2026-07-31T00:00:00
CLM001898,POL03011,2024-06-03,4564.50,Pending,Burglary,batch_001,2026-07-31T00:00:00
CLM001899,POL00862,2024-06-03,9969.61,Pending,Medical procedure,batch_001,2026-07-31T00:00:00
CLM001900,POL00977,2024-06-04,3669.85,Denied,Accidental death claim,batch_001,2026-07-31T00:00:00
CLM001901,POL04838,2024-06-04,24441.51,Pending,Emergency room visit,batch_001,2026-07-31T00:00:00
CLM001902,POL00531,2024-06-04,9156.38,Approved,Terminal illness claim,batch_001,2026-07-31T00:00:00
CLM001903,POL01641,2024-06-04,14914.52,Denied,Water damage,batch_001,2026-07-31T00:00:00
CLM001904,POL01908,2024-06-04,20968.92,Pending,Burglary,batch_001,2026-07-31T00:00:00
CLM001905,POL02282,2024-06-04,19143.94,Pending,Accidental death claim,batch_001,2026-07-31T00:00:00
CLM001906,POL02237,2024-06-04,18931.94,Pending,Prescription claim,batch_001,2026-07-31T00:00:00
CLM001907,POL02918,2024-06-04,11948.07,Pending,Terminal illness claim,batch_001,2026-07-31T00:00:00
CLM001908,POL03970,2024-06-04,12834.22,Approved,Burglary,batch_001,2026-07-31T00:00:00
CLM001909,POL00886,2024-06-04,3142.53,Denied,Prescription claim,batch_001,2026-07-31T00:00:00
CLM001910,POL01891,2024-06-04,15746.44,Approved,Medical procedure,batch_001,2026-07-31T00:00:00
CLM001911,POL00816,2024-06-05,18471.18,Approved,Terminal illness claim,batch_001,2026-07-31T00:00:00
CLM001912,POL00220,2024-06-05,24304.61,Denied,Accidental death claim,batch_001,2026-07-31T00:00:00
CLM001913,POL02679,2024-06-05,3903.14,Pending,Hospital stay,batch_001,2026-07-31T00:00:00
CLM001914,POL00790,2024-06-05,19028.27,Pending,Vandalism damage,batch_001,2026-07-31T00:00:00
CLM001915,POL04033,2024-06-05,19839.01,Approved,Terminal illness claim,batch_001,2026-07-31T00:00:00
CLM001916,POL04079,2024-06-05,12307.23,Denied,Hospital stay,batch_001,2026-07-31T00:00:00
CLM001917,POL02815,2024-06-05,20256.09,Pending,Accidental death claim,batch_001,2026-07-31T00:00:00
CLM001918,POL00145,2024-06-05,23819.25,Approved,Prescription claim,batch_001,2026-07-31T00:00:00
CLM001919,POL00976,2024-06-05,9652.38,Denied,Burglary,batch_001,2026-07-31T00:00:00
CLM001920,POL03626,2024-06-06,11545.44,Approved,Emergency room visit,batch_001,2026-07-31T00:00:00
CLM001921,POL04561,2024-06-06,16519.33,Denied,Windshield damage,batch_001,2026-07-31T00:00:00
CLM001922,POL04027,2024-06-06,10823.96,Denied,Accidental death claim,batch_001,2026-07-31T00:00:00
CLM001923,POL03188,2024-06-06,12237.63,Approved,Vandalism damage,batch_001,2026-07-31T00:00:00
CLM001924,POL04019,2024-06-06,16535.96,Pending,Vandalism damage,batch_001,2026-07-31T00:00:00
CLM001925,POL04688,2024-06-06,11798.48,Pending,Emergency room visit,batch_001,2026-07-31T00:00:00
CLM001926,POL04151,2024-06-07,1487.85,Denied,Hit and run,batch_001,2026-07-31T00:00:00
CLM001927,POL04842,2024-06-07,24274.68,Pending,Theft of vehicle,batch_001,2026-07-31T00:00:00
CLM001928,POL02331,2024-06-07,8080.02,Approved,Vandalism damage,batch_001,2026-07-31T00:00:00
CLM001929,POL00370,2024-06-07,3292.13,Denied,Roof damage from storm,batch_001,2026-07-31T00:00:00
CLM001930,POL04784,2024-06-07,769.81,Pending,Theft of vehicle,batch_001,2026-07-31T00:00:00
CLM001931,POL03118,2024-06-08,2524.02,Denied,Surgery reimbursement,batch_001,2026-07-31T00:00:00
CLM001932,POL03375,2024-06-08,8846.60,Pending,Emergency room visit,batch_001,2026-07-31T00:00:00
CLM001933,POL02029,2024-06-08,5942.09,Denied,Vandalism damage,batch_001,2026-07-31T00:00:00
CLM001934,POL00696,2024-06-08,22768.69,Approved,Terminal illness claim,batch_001,2026-07-31T00:00:00
CLM001935,POL00938,2024-06-08,8506.10,Approved,Fallen tree damage,batch_001,2026-07-31T00:00:00
CLM001936,POL02672,2024-06-08,1030.70,Pending,Prescription claim,batch_001,2026-07-31T00:00:00
CLM001937,POL04654,2024-06-08,12917.52,Denied,Roof damage from storm,batch_001,2026-07-31T00:00:00
CLM001938,POL00168,2024-06-09,17429.37,Pending,Water damage,batch_001,2026-07-31T00:00:00
CLM001939,POL02593,2024-06-09,9505.67,Denied,Terminal illness claim,batch_001,2026-07-31T00:00:00
CLM001940,POL04691,2024-06-09,2533.37,Denied,Water damage,batch_001,2026-07-31T00:00:00
CLM001941,POL01687,2024-06-09,8465.59,Pending,Surgery reimbursement,batch_001,2026-07-31T00:00:00
CLM001942,POL01366,2024-06-09,15409.21,Denied,Terminal illness claim,batch_001,2026-07-31T00:00:00
CLM001943,POL01653,2024-06-09,12474.10,Approved,Fallen tree damage,batch_001,2026-07-31T00:00:00
CLM001944,POL01754,2024-06-10,7255.15,Approved,Roof damage from storm,batch_001,2026-07-31T00:00:00
CLM001945,POL04699,2024-06-10,10110.48,Approved,Vandalism damage,batch_001,2026-07-31T00:00:00
CLM001946,POL00754,2024-06-10,17970.90,Pending,Vehicle collision,batch_001,2026-07-31T00:00:00
CLM001947,POL04849,2024-06-10,8487.27,Approved,Fallen tree damage,batch_001,2026-07-31T00:00:00
CLM001948,POL04351,2024-06-10,11934.18,Approved,Theft of vehicle,batch_001,2026-07-31T00:00:00
CLM001949,POL00629,2024-06-11,16323.27,Denied,Fallen tree damage,batch_001,2026-07-31T00:00:00
CLM001950,POL02457,2024-06-11,10879.47,Pending,Terminal illness claim,batch_001,2026-07-31T00:00:00
CLM001951,POL01640,2024-06-11,10416.42,Denied,Vandalism damage,batch_001,2026-07-31T00:00:00
CLM001952,POL04222,2024-06-11,11385.39,Pending,Emergency room visit,batch_001,2026-07-31T00:00:00
CLM001953,POL00153,2024-06-11,15733.31,Pending,Death benefit claim,batch_001,2026-07-31T00:00:00
CLM001954,POL04726,2024-06-11,12530.17,Pending,Burglary,batch_001,2026-07-31T00:00:00
CLM001955,POL02195,2024-06-11,23435.36,Pending,Vandalism damage,batch_001,2026-07-31T00:00:00
CLM001956,POL03554,2024-06-12,23372.43,Pending,Medical procedure,batch_001,2026-07-31T00:00:00
CLM001957,POL04279,2024-06-12,5096.14,Denied,Fire damage,batch_001,2026-07-31T00:00:00
CLM001958,POL01970,2024-06-12,3846.77,Pending,Roof damage from storm,batch_001,2026-07-31T00:00:00
CLM001959,POL03567,2024-06-12,10315.48,Approved,Fire damage,batch_001,2026-07-31T00:00:00
CLM001960,POL03379,2024-06-13,6746.68,Denied,Accidental death claim,batch_001,2026-07-31T00:00:00
CLM001961,POL01316,2024-06-13,6485.52,Pending,Fire damage,batch_001,2026-07-31T00:00:00
CLM001962,POL03325,2024-06-14,6038.24,Approved,Death benefit claim,batch_001,2026-07-31T00:00:00
CLM001963,POL00227,2024-06-14,6215.11,Denied,Terminal illness claim,batch_001,2026-07-31T00:00:00
CLM001964,POL03977,2024-06-14,14039.64,Denied,Burglary,batch_001,2026-07-31T00:00:00
CLM001965,POL00304,2024-06-14,5129.56,Denied,Fire damage,batch_001,2026-07-31T00:00:00
CLM001966,POL00239,2024-06-14,6534.08,Denied,Accidental death claim,batch_001,2026-07-31T00:00:00
CLM001967,POL04512,2024-06-14,4482.03,Approved,Prescription claim,batch_001,2026-07-31T00:00:00
CLM001968,POL00164,2024-06-14,1477.65,Approved,Theft of vehicle,batch_001,2026-07-31T00:00:00
CLM001969,POL04929,2024-06-15,7519.68,Approved,Terminal illness claim,batch_001,2026-07-31T00:00:00
CLM001970,POL02978,2024-06-15,16824.63,Approved,Prescription claim,batch_001,2026-07-31T00:00:00
CLM001971,POL01152,2024-06-16,5977.42,Pending,Fallen tree damage,batch_001,2026-07-31T00:00:00
CLM001972,POL00989,2024-06-16,13096.74,Pending,Accidental death claim,batch_001,2026-07-31T00:00:00
CLM001973,POL02063,2024-06-16,12461.63,Approved,Fire damage,batch_001,2026-07-31T00:00:00
CLM001974,POL04914,2024-06-16,3144.69,Denied,Terminal illness claim,batch_001,2026-07-31T00:00:00
CLM001975,POL04787,2024-06-16,18457.19,Pending,Windshield damage,batch_001,2026-07-31T00:00:00
CLM001976,POL03465,2024-06-16,5528.41,Approved,Windshield damage,batch_001,2026-07-31T00:00:00
CLM001977,POL01754,2024-06-16,24251.09,Denied,Burglary,batch_001,2026-07-31T00:00:00
CLM001978,POL02084,2024-06-16,21586.21,Approved,Prescription claim,batch_001,2026-07-31T00:00:00
CLM001979,POL04371,2024-06-16,9430.15,Approved,Roof damage from storm,batch_001,2026-07-31T00:00:00
CLM001980,POL04471,2024-06-16,10652.15,Pending,Windshield damage,batch_001,2026-07-31T00:00:00
CLM001981,POL02276,2024-06-16,21997.90,Approved,Theft of vehicle,batch_001,2026-07-31T00:00:00
CLM001982,POL03894,2024-06-16,17920.21,Denied,Water damage,batch_001,2026-07-31T00:00:00
CLM001983,POL04963,2024-06-17,966.75,Pending,Medical procedure,batch_001,2026-07-31T00:00:00
CLM001984,POL01964,2024-06-17,6399.27,Denied,Terminal illness claim,batch_001,2026-07-31T00:00:00
CLM001985,POL02973,2024-06-17,22588.61,Pending,Vehicle collision,batch_001,2026-07-31T00:00:00
CLM001986,POL04382,2024-06-17,21687.13,Denied,Terminal illness claim,batch_001,2026-07-31T00:00:00
CLM001987,POL00065,2024-06-18,22753.75,Denied,Roof damage from storm,batch_001,2026-07-31T00:00:00
CLM001988,POL02465,2024-06-19,2347.23,Approved,Roof damage from storm,batch_001,2026-07-31T00:00:00
